image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall
0000-0004,ocr1,read_room_label,ocr_qa,What is the area of the small TOILET between the CHAMBRE 1 and the CHAMBRE 2?,2.70 m²,2.70 m²,1.0,1.0
0000-0004,ocr2,read_area_text,ocr_qa,What is the area of the Chambre 2 in square meters?,11.63 m²,11.63 m²,1.0,1.0
0000-0004,sp1,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The A. CUISINE and the ABRI VOITURE.,ATELIER,0.0,0.0
0000-0005,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,CHAMBRE 1,1.0,1.0
0000-0005,cmp2,largest_room,comparison_qa,Which room has the largest area in m²?,SALON and SEJOUR 44.38 m²,"Based on the area labels provided in the drawing:

*   **SEJOUR** (Living/Dining Room): **44.38 m²**
*   **GARAGE**: 32.88 m²
*   **ABRI VOITURE**: 16.00 m²
*   **CHAMBRE 1**: 10.95 m²
*   **CHAMBRE 2**: 10.20 m²
*   **CHAMBRE 3**: 10.02 m²
*   **BUREAU**: 7.80 m²
*   **BAINS**: 6.31 m²
*   **DEGT**: 4.82 m²
*   **LABO**: ~3.43 m²
*   **DRESSING**: 2.94 m²
*   **ABB**: 2.47 m²
*   **ENTREE**: 1.90 m²
*   **W.C.**: 0.62 m²

The room with the largest area is the **SEJOUR** (or the combined living area labeled with 44.38 m²). If considering the garage as a room, it is 32.88 m², which is smaller. The terrace has no area listed.

**SEJOUR** (44.38 m²)",1.0,1.0
0000-0005,cmp3,adjacency,comparison_qa,Which bedroom is closer to the W.C?,Chambre 1,Chambre 1,1.0,1.0
0000-0005,cmp4,larger_area,comparison_qa,"Which room has the larger area, the GARAGE or the ABRI VOITURE?",The GARAGE,"Based on the drawing, the **GARAGE** has the larger area (32.88 m²) compared to the ABRI VOITURE (16.00 m²).",1.0,1.0
0000-0005,cnt1,access_to_degt,counting_qa,How many doors give access to the DEGT space?,Six (6) doors,,0.0,0.0
0000-0005,ocr1,read_room_label,ocr_qa,What is the size of the ABRI VOITURE in square meters?,16.00 m²,16.00 m²,1.0,1.0
0000-0005,ocr2,read_area_text,ocr_qa,What is the area of the BAINS room in square meters?,6.31 m²,6.31 m²,1.0,1.0
0000-0005,sp1,access_to_terrace,spatial_qa,Which bedroom has a window access to the terrace?,Chambre 3,"Based on the floor plan, **Chambre 3** (labeled ""CHAMBRE 3 10.02 m²"") is located adjacent to the ""TERRASSE"" and has a door leading directly out to it.",1.0,1.0
1000-0001,cmp1,largest_bedroom,comparison_qa,Which bedroom on Planta Baixa floor has the largest area?,Dormitori 2,Dormitori 2,1.0,1.0
1000-0001,cmp2,largest_room,comparison_qa,Which room has the largest area in the drawing?,Cuina-Estar-Menjador (Kitchen–Living–Dining),"Based on the table at the bottom of the drawing, the room with the largest area is the **Cuina-Est.-Menjador** (Kitchen-Living-Dining Room) in the **Pis 4o 1a (Duplex)** unit, with an area of **21.40 m²**.

If considering only the drawn floor plans (Planta Baixa and Planta Pis 1a-2a-3a), the largest room is the **Cuina-ESTAR-MENJADOR** on the ground floor (**Planta Baixa**), with an area of **19.50 m²**.",1.0,1.0
1000-0001,cmp3,closer_door,comparison_qa,Whose DORMITORI door has shorter travelling distance to the TRASTER room on the PLANTA BAIXA floor plan?,The door of Dormitori 1.,,0.0,0.0
1000-0001,cnt1,count_bedrooms,counting_qa,How many bedrooms (dormitary) are available on the PLANTA BAIXA floor?,Two (2) bedrooms,"Based on the ""PLANTA BAIXA"" floor plan and the corresponding table, there are **2** bedrooms (Dormitori 1 and Dormitori 2) available.",1.0,1.0
1000-0001,ocr1,read_room_label,ocr_qa,What is the listed area of the 'Cuina-Estar-Menjador' on the Planta Baixa?,19.50 m²,"19,50 m2",1.0,1.0
1000-0001,ocr2,read_area_text,ocr_qa,What is the area of 'Dormitori 1' on the Planta Baixa?,8.10 m²,"8,10 m2",1.0,1.0
1000-0001,ocr3,adjacency,ocr_qa,"What is the area of the adjacent room to CUINA-ESTAR-MENJADOR, to the left of the staircase, on Planta PIS 1-2-3?",9.70 m²,"Based on the drawing labeled ""PLANTA PIS 1ª-2ª-3ª"" (bottom left section), the room **CUINA-ESTAR-MENJADOR** is located to the left of the staircase (**ESCALA**). The room adjacent to it on the left is the **DORMITORI** (bedroom).

According to the text inside the room and the table at the bottom, the area of this room is **9.70 m2**.",1.0,1.0
1000-0001,sp1,titleblock_location,spatial_qa,Where is the title block located relative to the entire sheet?,Bottom-right corner,The title block is located in the bottom right corner of the sheet.,1.0,1.0
2000-0002,cmp1,largest_room,comparison_qa,Which room in the plan has the largest area?,Living Room,"Based on the visual evidence in the floor plan, the **Living Room** occupies the largest contiguous area on the first floor. It is centrally located and occupies the majority of the left and center sections of the house, appearing significantly larger than the Kitchen, Bedroom 1, or Bathroom/Laundry areas.",1.0,1.0
2000-0002,cnt1,count_window,counting_qa,How many windows does the bedroom have?,One (1) window.,"Based on the floor plan, the bedroom (labeled ""BEDROOM 1"") has **1** window, located on the right exterior wall. There is also an egress door on the bottom exterior wall.

1",1.0,1.0
2000-0002,ocr1,read_floor_area,ocr_qa,What is the listed total square footage of the 1st floor?,914 SQUARE FEET,914,1.0,1.0
2000-0002,ocr2,read_safety_note,ocr_qa,What does the safety note say about smoke detectors near the hallway?,All smoke detectors linked w/ battery backup.,"The safety note states: ""ALL SMOKE DETECTORS LINKED W/ BATTERY BACKUP"".",1.0,1.0
2000-0002,sp1,kitchen_appliances,spatial_qa,Which major appliances are located directly adjacent to the kitchen sink?,Dishwasher and the refrigerator.,"Based on the floor plan, the kitchen sink (double basin symbol) is located on the upper counter. Directly adjacent to it are:

1.  A **stove/range** (to the left, indicated by the burner symbol and ""50 CFM"" range hood above).
2.  A **dishwasher** (to the right, labeled ""DW"").",0.0,0.0
2000-0002,sp2,adjacency,spatial_qa,Which room is directly adjacent to the Pantry?,The Kitchen,"Based on the floor plan, the **Kitchen** is directly adjacent to the Pantry (located to its left). Additionally, a room labeled ""STO"" (Storage) is adjacent to its right.",1.0,1.0
2000-0002,sp3,adjacency,spatial_qa,"Which room is positioned directly beside the Stair, sharing the longest adjoining wall?",Bedroom 1,"Based on the floor plan, the **Living Room** is positioned directly beside the staircase (located centrally) and shares the longest adjoining wall with it. The staircase is situated to the right of the Living Room, and the vertical wall separating them is significantly longer than the walls shared with the Bedroom 1, Kitchen, or Bathroom.",0.0,0.0
3000-0001,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living Room (& Guest Room),"Based on the floor plan, the **Living Room (& Guest Room)** has the largest area. It occupies the large central-left portion of the house, appearing significantly larger than the Main Bedroom, Kitchen, and Bath.",1.0,1.0
3000-0001,cmp2,bigger_room,comparison_qa,"Which one is bigger? the COATS room behind the entrance, or the UTILITY CLOSET room?",The Utility closet,"Based on the dimensions provided in the floor plan:

*   The **UTILITY CLOSET** (labeled near the kitchen/hall) has dimensions of approximately **3'-1"" wide by 3' deep**, giving it an area of roughly 9 square feet.
*   The **COATS** area (labeled near the French doors) has dimensions of approximately **2'-2"" wide by 2'-4"" deep**, giving it an area of roughly 5 square feet.

Therefore, the **UTILITY CLOSET** is bigger.",1.0,1.0
3000-0001,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Two (2) windows,"Based on the floor plan, there are **2** windows located in the Main Bedroom (one on the left exterior wall and one on the top exterior wall).",1.0,1.0
3000-0001,ocr1,read_room_label,ocr_qa,What is the name of the main bedroom shown in the plan?,MAIN BEDROOM,MAIN BEDROOM,1.0,1.0
3000-0001,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the living room?,"HARDWOOD FLOOR, TYP.","HARDWOOD FLOOR, TYP.",1.0,1.0
3000-0001,sp1,item_location,spatial_qa,Where are the woodstoves located?,Living Room (& Guest Room),The woodstove (marked as optional) is located in the **Living Room (& Guest Room)** on the left side of the house plan.,1.0,1.0
3000-0001,sp2,adjacency,spatial_qa,Which room is directly connected to the MAIN BEDROOM?,the Hall,"Based on the floor plan, the **HALL** is the room directly connected to the MAIN BEDROOM (via door 'D').",1.0,1.0
3000-0001,sp3,closest_to_staircase,spatial_qa,Which space gives the access to the STAIRS from the main bedroom?,the Kitchen,HALL,0.0,0.0
3000-0002,cmp1,closest_to_bath,comparison_qa,Which room is closest to the Bath?,Main Bedroom,"Based on the floor plan, the room labeled **HALL** is immediately adjacent to the right of the **BATH**, sharing a wall with a door (labeled C) connecting them. The **MAIN BEDROOM** is located below the Bath, also sharing a wall, but the Hall is the direct neighbor accessible via the bathroom door.

**HALL**",0.0,0.0
3000-0002,cmp2,largest_room,comparison_qa,Which room has the largest area?,Main Bedroom,"Based on the floor plan dimensions, the **MAIN BEDROOM** has the largest area.

*   **MAIN BEDROOM:** Approximately 12'-0"" wide (combining the 4'-6"" and 7'-6"" sections at the bottom) by 8'-0"" deep, resulting in an area of roughly 96 sq ft.
*   **BEDROOM:** Approximately 6'-6"" wide by 7'-0"" deep (plus a closet), resulting in a smaller sleeping area of roughly 45 sq ft.
*   **BATH:** Approximately 7'-8"" wide by 6'-0"" deep, resulting in an area of roughly 46 sq ft.

The ""BACK ADDITION"" and ""SHED ROOF"" areas are labeled as roofs and appear to be exterior structures or porches, not enclosed rooms.",1.0,1.0
3000-0002,cmp3,closest_to_staircase,comparison_qa,Which room has the closest access to the STAIRS through the hall?,The bedroom,"Based on the floor plan, the **BATH** (or bathroom) is the room located immediately to the left of the **HALL**, which leads directly to the **STAIRS** on the right side. Therefore, it has the closest access to the stairs through the hall.",0.0,0.0
3000-0002,cmp4,access_to_roof,comparison_qa,Which room has a window view access to the back addition lean-to-roof? the bath or the bedroom?,The bath,"Based on the floor plan, the **bath** is the room located directly below the ""BACK ADDITION LEAN-TO ROOF"" area (at the top of the drawing). The bedrooms (""MAIN BEDROOM"" and ""BEDROOM"") are located further forward (lower in the drawing) and are separated from the back addition by the bath/hall area and stairs. Therefore, the bath is the room with access/view to that roof structure.

**Bath**",1.0,1.0
3000-0002,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Three (3) windows,"Based on the architectural drawing, the **MAIN BEDROOM** (the large room on the left) has **2** windows indicated.

1.  There is a window marker (circle with '2') on the left exterior wall.
2.  There is a window marker (circle with '2') on the bottom exterior wall (above the porch roof), corresponding to the 4'-6"" section.

Although there are other '2' markers, they appear to correspond to other rooms (like the Bedroom on the right) or are section markers. The clear window symbol (triple parallel lines) is only explicitly drawn in the Bath, but the '2' tags on the Main Bedroom's exterior walls indicate window locations.

Therefore, there are **2** windows available for the main bedroom.",0.0,0.0
3000-0002,ocr1,read_slope,ocr_qa,What is the roof slope indicated at the back addition?,2.5/12,2 1/2 / 12,1.0,1.0
3000-0002,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the main bedroom?,"HARDWOOD FLOOR, TYP.","HARDWOOD FLOOR, TYP.",1.0,1.0
3000-0002,sp1,adjacency,spatial_qa,Which bedroom is adjacent to the Bath?,Main Bedroom,Main Bedroom,1.0,1.0
3000-0003,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living / Dining Room,"Based on the floor plan, the **Living / Dining Room** (labeled at the bottom center) has the largest area. It occupies a large rectangular space measuring approximately 18'-11"" wide by roughly 16'-0"" deep, which is significantly larger than the Main Bedroom, Kitchen, or any other room shown.",1.0,1.0
3000-0003,cmp2,close_access,comparison_qa,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,"Based on the floor plan, the **mudroom** is closely accessible from the living/dining room.

The living/dining room is the large open area at the bottom. Directly above it (to the right) is the kitchen, which features a large ""32x80 CASED OPENING"" indicating an open connection to the living/dining area. The mudroom is located directly above the kitchen, making it readily accessible. In contrast, the screen porch is located in the top left corner, separated from the living/dining room by the main bedroom and master bath.",1.0,1.0
3000-0003,cnt1,count_windows,counting_qa,How many windows are available for the living/dinning space?,Four (4),,0.0,0.0
3000-0003,ocr1,read_room_label,ocr_qa,What is the name of the large room on the lower half of the plan?,LIVING / DINING ROOM,Living / Dining Room,1.0,1.0
3000-0003,ocr2,read_door_lable,ocr_qa,What is the name of the door that connects the Kitchen and the MUDROOM?,B,"Based on the floor plan, the door connecting the Kitchen and the Mudroom is labeled **B**.",1.0,1.0
3000-0003,sp1,kitchen_feature,spatial_qa,What major appliance is positioned directly across from the kitchen sink?,The refrigerator (REF).,,0.0,0.0
3000-0003,sp2,adjacency,spatial_qa,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,Utility Closet,0.0,0.0
3000-0003,sp3,access_to_outside,spatial_qa,Which room has direct access to the SCREEN PORCH?,Main Bedroom,"Based on the floor plan, the **MAIN BEDROOM** (located at the top left, below the screen porch) has a door providing direct access to the SCREEN PORCH.",1.0,1.0
3000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom has the largest area?,Bedroom on the bottom/lower left corner,"Based on the floor plan dimensions:

1.  **Rear Bedroom (Top Right):** It has dimensions of approximately **10'-0"" x 10'-0""** (indicated by the width dimension at the top right and height dimension on the right). This gives an area of roughly **100 sq ft**.
2.  **Bedroom (Bottom Left):** It has a width of roughly **7'-8""** and a depth of **8'-0""**. This gives an area of roughly **61 sq ft**.
3.  **Bedroom (Bottom Right):** It has a width of roughly **6'-6""** and a depth of **7'-8""**. This gives an area of roughly **50 sq ft**.

Therefore, the **Rear Bedroom** has the largest area.",0.0,0.0
3000-0004,cmp2,more_windows,comparison_qa,Which bedroom has more windows?,Bedroom on the bottom/lower left corner.,"Based on the floor plan, the **Rear Bedroom** (top right) has the most windows.

*   **Rear Bedroom:** It shows two windows on the right exterior wall (dimensioned at 2'-6"" each) and a break in the top exterior wall indicating another window.
*   **Bedroom (bottom left) & Bedroom (bottom right):** While they have exterior walls, no specific window symbols or dimensions are clearly visible for them, implying fewer or no windows compared to the rear bedroom. Even assuming standard single windows on exterior walls, the Rear Bedroom has at least two (likely three), making it the room with the most.",0.0,0.0
3000-0004,cmp3,fewer_windows,comparison_qa,Which bedroom has fewer windows?,Bedroom on the bottom/lower right corner.,,0.0,0.0
3000-0004,cnt1,count_window,counting_qa,How many windows does the BATH have?,One (1) window,"Based on the floor plan, the room labeled **BATH** has **1** window, located on the upper wall (facing the Lower Shed Roof).",1.0,1.0
3000-0004,ocr1,read_slope,ocr_qa,What is the slope indicated for the lower shed roof?,2.0/12,2/12,1.0,1.0
3000-0004,ocr2,read_area_text,ocr_qa,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.","Based on the text ""HARDWOOD FLOOR, TYP."" located in the bedroom area at the bottom of the plan, the specified flooring type is **Hardwood**.",1.0,1.0
3000-0004,sp1,window_shed_roof,spatial_qa,Which room has window facing the shed roof?,REAR BEDROOM,Rear Bedroom,1.0,1.0
3000-0004,sp2,no_built_in_closet,spatial_qa,Which bedroom has no built-in closet?,REAR BEDROOM,,0.0,0.0
3000-0005,cmp1,largest_space,comparison_qa,Which space has the largest area?,Living Room,"Based on the floor plan dimensions, the **Living Room** has the largest area. It occupies a space approximately 24 feet wide by 31 feet deep, which is significantly larger than the Dining, Kitchen, or Mudroom areas.",1.0,1.0
3000-0005,cmp2,larger_space,comparison_qa,Which room has more space? the WC or the MUDROOM?,The MUDROOM,"Based on the floor plan dimensions and visual representation:

*   The **MUDROOM** (top right) has a width of approximately 8'-0"" (indicated by the dimension above it) and a depth of approximately 5'-6"" (indicated by the dimension to its right). This gives it an area of roughly 44 square feet.
*   The **WC** (below the mudroom) is narrower (sharing the remaining width with the utility closet) and appears to have a shallower depth (indicated by the 3'-0"" dimension nearby, though likely similar depth to the kitchen counter area). Even if it shares the full depth, its width is significantly less than the mudroom's 8 feet. Visually, the WC is a small half-bath, while the Mudroom is a larger entryway space.

Therefore, the **MUDROOM** has more space.",1.0,1.0
3000-0005,cnt1,count_toilet,counting_qa,How many toilets (W.C) does the floor plan have?,One (1) toilet/W.C,"Based on the floor plan, there is **1** toilet (labeled in the room marked ""WC"").",1.0,1.0
3000-0005,ocr1,read_room_label,ocr_qa,What is the name of the room adjacent to the KITCHEN on the right?,MUDROOM,,0.0,0.0
3000-0005,ocr2,read_material_label,ocr_qa,What is the minimum clearance specified between the coats room to the stairs?,Minimum of 3',"Based on the architectural drawing, the minimum clearance specified between the **COATS** room (labeled with circle E) and the stairs is **1'-3""**. This dimension is located near the top of the stair run, indicating the horizontal space between the stair stringer and the wall of the coats closet/room.",0.0,0.0
3000-0005,sp1,room_identification,spatial_qa,What is the name of the room located next to the DINING area on the right?,KITCHEN,KITCHEN,1.0,1.0
3000-0005,sp2,access_to_stairs,spatial_qa,Which room gives direct access to the stairs to the upper level?,LIVING ROOM,Living Room,1.0,1.0
3000-0005,sp3,access_to_outside,spatial_qa,Which room provides direct access to the 3'x4' back stoop?,Mudroom,Mudroom,1.0,1.0
Apple-headquarter-plan-15-page-01,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building is closer to the Tantau Auditorium and Visitor Parking Structure?,Quadrant 4 or the bottom right corner.,Southeast,1.0,1.0
Apple-headquarter-plan-15-page-01,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring?,Nine (9),,0.0,0.0
Apple-headquarter-plan-15-page-01,cnt2,count_radial_paths,counting_qa,How many radial pedestrian paths originate from the courtyard center and extend outward?,Nine (9),"Based on the drawing, there are **4** radial pedestrian paths originating from the central courtyard (labeled ""Inner radius"") and extending outward through the park area and towards the building ring. These paths are positioned roughly at the 10, 2, 4, and 8 o'clock positions relative to the center.",0.0,0.0
Apple-headquarter-plan-15-page-01,ocr1,consulting_firms,ocr_qa,What are the consulting firms listed in the title block?,"6 consulting firms: Foster + Partners, Arup, OLIN, KIER & WRIGHT, alta and WATRY DESIGN, INC.","Based on the title block in the bottom right corner, the consulting firms listed are:

*   **Foster + Partners**
*   **ARUP**
*   **OLIN**
*   **KIER & WRIGHT**
*   **alta**
*   **WATRY DESIGN, INC.**",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr2,read_titleblock_client,ocr_qa,What is the client of the project written on the title block?,Apple Inc.,Apple Inc.,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr3,read_project_name,ocr_qa,What is the project name written on the title block?,Apple Campus 2,Apple Campus 2,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr4,scale_reading,ocr_qa,What scale is listed in the title block for this plan?,"1"" = 64'","1"" = 64'",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr5,internal_radius,ocr_qa,What is the internal radius of the circular building?,"580'-11""","580'-11""",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr6,external_radius,ocr_qa,What is the external (outer) radius of the circular building?,"760'-7""",,0.0,0.0
Apple-headquarter-plan-15-page-01,ocr7,restaurant_space,ocr_qa,What is the size of Restaurant space in square feet?,"58,000 square feet","58,000 sq ft",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr8,right_side_road,ocr_qa,What is the name of the road labeled to the right side of the plan?,TANTAU AVENUE,Tantau Avenue,1.0,1.0
Apple-headquarter-plan-15-page-01,sp1,adjacency,spatial_qa,"Which side of the ring (north, south, east, or west), on the drawing, has the Apple transit center Bus drop off area?",East,East,1.0,1.0
Apple-headquarter-plan-15-page-02,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building has more core access?,Quadrant 1 or the top right corner.,,0.0,0.0
Apple-headquarter-plan-15-page-02,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring on this sheet?,Nine (9),"Based on the architectural drawing, there are **8** labeled access blocks (elevator/stair cores) distributed around the building ring. They are located at the cardinal and intercardinal points (N, NE, E, SE, S, SW, W, NW), alternating between the outer and inner rings. They are labeled with ""ELEV"" inside the blocks.

*   North (12:00): Outer ring core.
*   Northeast (1:30): Inner ring core.
*   East (3:00): Outer ring core.
*   Southeast (4:30): Inner ring core.
*   South (6:00): Outer ring core.
*   Southwest (7:30): Inner ring core.
*   West (9:00): Outer ring core.
*   Northwest (10:30): Inner ring core.

Additionally, there are labels for ""Void over Restaurant"" and ""Air and Light Shaft"", but these refer to voids, not access blocks. The ""Glazing Line"" and ""Edge of Shading Blade"" labels refer to lines.

Therefore, the count of labeled access blocks is 8.",0.0,0.0
Apple-headquarter-plan-15-page-02,cnt2,count_radial_dividers,counting_qa,How many radial division lines extend from the center to the ring?,Eight (8),"Based on the architectural drawing, there are **8** radial division lines (dashed centerlines) extending from the center of the building to the outer ring/perimeter. These lines are arranged vertically, horizontally, and diagonally (at 45-degree angles), dividing the circular plan into eight sectors.",1.0,1.0
Apple-headquarter-plan-15-page-02,cnt3,count_section_callouts,counting_qa,How many section view callouts are present in the drawing?,Three (3),"Based on the visual evidence in the drawing, there are **4** section view callouts (indicated by circles with numbers and arrows pointing to cut lines).

1.  Top right area: Circle with ""01 P-10.01 / P-10.02"".
2.  Right side (mid-section): Circle with ""01 P-10.03"".
3.  Bottom right area: Circle with ""01 P-10.04"".
4.  Left side (mid-section): Circle with ""01 P-10.00"".",0.0,0.0
Apple-headquarter-plan-15-page-02,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Five (5) consultants.,"Based on the title block and project information on the right side of the drawing, there are **5** firms listed (Foster + Partners, ARUP, OLIN, Kier & Wright, and alta).",1.0,1.0
Apple-headquarter-plan-15-page-02,ocr1,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1"" = 64'","1""=64'",1.0,1.0
Apple-headquarter-plan-15-page-02,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-8.02,P-8.02,1.0,1.0
Apple-headquarter-plan-15-page-02,ocr3,issued_date,ocr_qa,When was the issued date for the 'Planned development permit' revision?,08/09/11,08/09/11,1.0,1.0
Apple-headquarter-plan-15-page-02,sp1,orientation,spatial_qa,Are the access blocks positioned symmetrically across opposite sides of the ring?,"No, not symmetrically.","Yes, the access blocks (and structural masses) are positioned symmetrically across opposite sides of the ring, exhibiting radial symmetry with corresponding features located at opposite points (e.g., at the 10:30 and 4:30 positions, 1:30 and 7:30 positions, and 9:00 and 3:00 positions). Although the top center features a ""Void,"" the structural layout is generally symmetric.",0.0,0.0
Apple-headquarter-plan-15-page-02,sp2,general_notes_location,spatial_qa,Where is the General notes section located in the drawing?,The top right corner of the drawing.,The General notes section is located in the **top right corner** of the drawing sheet.,1.0,1.0
Apple-headquarter-plan-15-page-07,cmp1,no_internal_ramp_quadrant,comparison_qa,Which quadrant has no internal ramps?,The 3rd quadrant or the bottom left quadrant.,,0.0,0.0
Apple-headquarter-plan-15-page-07,cmp2,more_internal_ramp_quadrant,comparison_qa,Which quadrant has more internal ramps?,The 1st quadrant or the top right quadrant.,"Based on the legend, internal ramps are colored red/orange. Scanning the plan:

*   **Top-Right Quadrant:** Contains 1 internal ramp (near the top entrance).
*   **Top-Left Quadrant:** Contains 1 internal ramp (on the left side).
*   **Bottom-Left Quadrant:** Contains 0 internal ramps.
*   **Bottom-Right Quadrant:** Contains 2 internal ramps (located near the bottom entrance area).

Therefore, the **bottom-right** quadrant has the most internal ramps.",0.0,0.0
Apple-headquarter-plan-15-page-07,cnt1,total_parking_spaces,counting_qa,How many total parking spaces are provided on Basement Level 01 according to the legend?,"1,140 parking spaces","According to the legend in the top left corner, there are **1,140** total parking spaces provided on Basement Level 01. This is the sum of 394 Standard spaces, 725 Compact spaces, and 21 Accessible spaces.",1.0,1.0
Apple-headquarter-plan-15-page-07,cnt2,standard_parking_count,counting_qa,How many Standard parking spaces are indicated in the legend?,394 Standard parking spaces,394,1.0,1.0
Apple-headquarter-plan-15-page-07,cnt3,charging_and_accessible_counts,counting_qa,How many Accessible parking spaces and Electrical charging stations are indicated in the legend?,21 Accessible parking spaces and 270 Electrical charging stations,"Based on the legend in the top-left corner of the drawing:

*   **Accessible parking spaces:** 21
*   **Electrical charging stations:** 270",1.0,1.0
