image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall
1000-0001,sp1,titleblock_location,spatial_qa,Where is the title block located relative to the entire sheet?,Bottom-right corner,"The title block is located in the bottom-right corner of the sheet.

Final answer: bottom-right corner",1.0,1.0
2000-0002,cmp1,largest_room,comparison_qa,Which room in the plan has the largest area?,Living Room,"The living room has the largest area (by visual inspection and dimension scaling of all labeled spaces). 

Final answer: living room",1.0,1.0
2000-0002,cnt1,count_window,counting_qa,How many windows does the bedroom have?,One (1) window.,"The bedroom (labeled BEDROOM 1) has two exterior walls. Both contain a single window symbol each (one marked EGRESS on the south wall; one on the east wall).  

Thus, the bedroom has exactly 2 windows.

Final answer: 2",0.0,0.0
2000-0002,ocr1,read_floor_area,ocr_qa,What is the listed total square footage of the 1st floor?,914 SQUARE FEET,"The drawing explicitly labels the 1st floor total as **914 square feet** (visible in the living room area). 

This is the direct value requested; other small-area totals shown (e.g., 32 or 84 sq ft) refer only to individual rooms/closets and are not the overall 1st-floor figure.",1.0,1.0
2000-0002,ocr2,read_safety_note,ocr_qa,What does the safety note say about smoke detectors near the hallway?,All smoke detectors linked w/ battery backup.,"The note states: ""ALL SMOKE DETECTORS LINKED W/ BATTERY BACKUP"" (near stairs/hallway). 

(The note applies generally to all detectors shown on the plan.)",1.0,1.0
2000-0002,sp1,kitchen_appliances,spatial_qa,Which major appliances are located directly adjacent to the kitchen sink?,Dishwasher and the refrigerator.,"The floor plan shows the kitchen sink with two adjacent major appliances: the dishwasher (DW, immediately to the right) and the refrigerator (ICE MAK REF, immediately to the right of the DW). 

(The range and pantry are not adjacent to the sink.)",1.0,1.0
2000-0002,sp2,adjacency,spatial_qa,Which room is directly adjacent to the Pantry?,The Kitchen,"The floor plan shows the Pantry as a small enclosed space within/adjacent to the kitchen area (near the sink, DW, and oven). Its walls open directly into the Kitchen, making that the only immediately adjacent room.

**Kitchen**",1.0,1.0
2000-0002,sp3,adjacency,spatial_qa,"Which room is positioned directly beside the Stair, sharing the longest adjoining wall?",Bedroom 1,"The floor plan shows the stair located centrally (with handrail and steps clearly marked). Its longest continuous adjoining wall runs vertically along the right side of the stair, which is shared with Bedroom 1.

**Final answer: Bedroom 1**",1.0,1.0
3000-0001,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living Room (& Guest Room),"The floor plan shows the living room (combined with guest room space) as the largest room by area.

**Final answer: living room (w/ guest room)**",1.0,1.0
3000-0001,cmp2,bigger_room,comparison_qa,"Which one is bigger? the COATS room behind the entrance, or the UTILITY CLOSET room?",The Utility closet,"The UTILITY CLOSET is bigger (approx. 3'-1"" x 3'-7"" vs. COATS at approx. 2'-4"" x 3'-5"").

Final answer: UTILITY CLOSET",1.0,1.0
3000-0001,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Two (2) windows,"The main bedroom (top-left room in the plan) is fully enclosed by solid walls on its north, south, and west sides, with only a single door opening (symbol D) on its east side leading to the bath. No window symbols or openings are indicated on any of its exterior walls.

Thus, the number of windows is 0.

Final answer: 0",0.0,0.0
3000-0001,ocr1,read_room_label,ocr_qa,What is the name of the main bedroom shown in the plan?,MAIN BEDROOM,"**MAIN BEDROOM**

The floor plan explicitly labels the large upper-left room as ""MAIN BEDROOM"". This is the only bedroom identified with that designation (the living room is separately noted as also serving as a guest room).",1.0,1.0
3000-0001,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the living room?,"HARDWOOD FLOOR, TYP.","The text ""HARDWOOD FLOOR, TYP."" (with arrow) directly labels the living room area.

Final answer: HARDWOOD FLOOR, TYP.",1.0,1.0
3000-0001,sp1,item_location,spatial_qa,Where are the woodstoves located?,Living Room (& Guest Room),"**Living room (optional, center-left area)** 

The floor plan shows a single ""WOODSTOVE (OPTIONAL)"" label with surrounding dimensions inside the living room / guest room space on the 1st floor. No other woodstoves are indicated.",1.0,1.0
3000-0001,sp2,adjacency,spatial_qa,Which room is directly connected to the MAIN BEDROOM?,the Hall,"The floor plan shows a door (labeled D) directly connecting the MAIN BEDROOM to the adjacent BATH on its right side.

**BATH**",0.0,0.0
3000-0001,sp3,closest_to_staircase,spatial_qa,Which space gives the access to the STAIRS from the main bedroom?,the Kitchen,"The floor plan shows the main bedroom connecting (via door C) only to the centrally located HALL. The internal stairs (with UP arrow) are located directly off this HALL (adjacent to the utility closet), providing the sole access path.

**Final answer: HALL**",0.0,0.0
3000-0002,cmp1,closest_to_bath,comparison_qa,Which room is closest to the Bath?,Main Bedroom,"The floor plan shows the BATH directly adjacent to (and with a connecting door into) the HALL on its right side. It is also adjacent to the MAIN BEDROOM below it, but the HALL shares the direct access/door and is therefore closest.

Final answer: HALL",0.0,0.0
3000-0002,cmp2,largest_room,comparison_qa,Which room has the largest area?,Main Bedroom,"The floor plan shows four main rooms with labeled dimensions. Approximate areas are calculated as follows:

- Bathroom: ~6' × 7.8' ≈ 47 sq ft
- Hall: ~3.5' × 7.8' ≈ 27 sq ft
- Bedroom: ~10.5' × 7' ≈ 74 sq ft
- Main Bedroom: ~13.5' × 8' ≈ 108 sq ft

**Main Bedroom**

(The back addition/porch areas are not enclosed rooms.)",1.0,1.0
3000-0002,cmp3,closest_to_staircase,comparison_qa,Which room has the closest access to the STAIRS through the hall?,The bedroom,"The floor plan shows three rooms with hall access (Bath, Main Bedroom, Bedroom). The stairs (labeled ""DOWN"") are located at the right end of the central hall.  

The Bedroom (right side) has the shortest path via the hall to the stairs.  

**Final answer: Bedroom**",1.0,1.0
3000-0002,cmp4,access_to_roof,comparison_qa,Which room has a window view access to the back addition lean-to-roof? the bath or the bedroom?,The bath,"The floor plan shows the BATH occupying the NW corner, directly adjacent to (and under) the labeled BACK ADDITION LEAN-TO ROOF along the north exterior wall. No equivalent direct adjacency or window orientation exists for either bedroom.

**Final answer: bath**",1.0,1.0
3000-0002,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Three (3) windows,"The main bedroom occupies the large space in the lower-left quadrant of the plan. Its only exterior walls are the west (left) wall and south (bottom/porch) wall. Both walls contain window symbols (denoted by the circled “2” markers and associated dimension strings that indicate rough openings). No other exterior walls or openings serve this room.

Thus, exactly two windows are present.

Final answer: 2",0.0,0.0
3000-0002,ocr1,read_slope,ocr_qa,What is the roof slope indicated at the back addition?,2.5/12,"The drawing labels the back addition (lean-to) roof with the explicit slope notation **2.5/12**.

Final answer: 2.5/12",1.0,1.0
3000-0002,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the main bedroom?,"HARDWOOD FLOOR, TYP.","The text ""HARDWOOD FLOOR, TYP."" (with an arrow) directly labels the main bedroom area.

Final answer: HARDWOOD FLOOR, TYP.",1.0,1.0
3000-0002,sp1,adjacency,spatial_qa,Which bedroom is adjacent to the Bath?,Main Bedroom,"The floor plan shows two bedrooms (Main Bedroom and Bedroom). The Bath shares a wall with (and opens toward) only the Main Bedroom.

**Main Bedroom**",1.0,1.0
3000-0003,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living / Dining Room,"The room with the largest area is the **LIVING / DINING ROOM**.

(The approximate dimensions are 19' × 16', for a total area of ~304 sq ft; all other rooms are visibly smaller based on labeled dimensions.)

Final answer: LIVING/DINING ROOM",1.0,1.0
3000-0003,cmp2,close_access,comparison_qa,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,"The floor plan shows the living/dining room with a large cased opening directly into the kitchen. The mudroom is immediately adjacent to the kitchen (with direct internal access between them). The screen porch lies on the opposite side of the plan and is only accessible via the main bedroom.

Thus, the mudroom is the room closely accessible from the living/dining room.

Final answer: mudroom",1.0,1.0
3000-0003,cnt1,count_windows,counting_qa,How many windows are available for the living/dinning space?,Four (4),"The living/dining room occupies the south portion of the plan and is bounded by three exterior walls (west, south, and a small segment of east).  

- The west wall shows one window opening (break in the wall line with dimension callouts).  
- The south wall shows the centered front door plus two flanking window openings (symmetric dimension segments of ~7'-6"" on either side of the door/stoop).  

No other exterior openings exist on the room’s perimeter.  

Thus, the total is 3 windows.  

Final answer: 3",0.0,0.0
3000-0003,ocr1,read_room_label,ocr_qa,What is the name of the large room on the lower half of the plan?,LIVING / DINING ROOM,"The large room in the lower half of the plan is labeled **LIVING / DINING ROOM**.

This is the spacious central area occupying most of the bottom section of the downstairs floor plan (directly above the front stoop label), distinct from the smaller rooms and closets around it.",1.0,1.0
3000-0003,ocr2,read_door_lable,ocr_qa,What is the name of the door that connects the Kitchen and the MUDROOM?,B,"The floor plan shows multiple doors marked by lettered callouts (likely referencing a door schedule). The specific callout placed directly on the wall opening between the Kitchen and Mudroom is **(B)**.

Final answer: (B)",1.0,1.0
3000-0003,sp1,kitchen_feature,spatial_qa,What major appliance is positioned directly across from the kitchen sink?,The refrigerator (REF).,"The floor plan shows the kitchen sink (with faucet symbol) and adjacent range along one wall. Directly opposite, across the kitchen workspace, is the unit labeled ""REF"".

**Final answer: refrigerator (REF)**",1.0,1.0
3000-0003,sp2,adjacency,spatial_qa,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,"The floor plan shows the 32x80 cased opening as the direct link from the kitchen downward into the adjacent space labeled LIVING/DINING ROOM.

**Final answer: LIVING/DINING ROOM**",1.0,1.0
3000-0003,sp3,access_to_outside,spatial_qa,Which room has direct access to the SCREEN PORCH?,Main Bedroom,"The floor plan shows a direct door/opening (with step) connecting the SCREEN PORCH to the MAIN BEDROOM (no other room has such access).

**MAIN BEDROOM**",1.0,1.0
3000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom has the largest area?,Bedroom on the bottom/lower left corner,"The floor plan shows three bedrooms. The bottom-left bedroom measures approximately 12' wide (E-W, per summed bottom-edge dimensions 4'-6"" + 7'-6"") by ~11' deep (N-S, per left-edge dimensions), for the largest area. The bottom-right bedroom is narrower (~10' E-W) and the rear bedroom is smaller still (~10' x 10').

Final answer: bottom-left bedroom (unlabeled ""BEDROOM"")",1.0,1.0
3000-0004,cmp2,more_windows,comparison_qa,Which bedroom has more windows?,Bedroom on the bottom/lower left corner.,"The floor plan shows three bedrooms. The rear bedroom has two exterior window openings (one each on the north and east walls). Each of the other two bedrooms has only one.

**Final answer: rear bedroom**",0.0,0.0
3000-0004,cmp3,fewer_windows,comparison_qa,Which bedroom has fewer windows?,Bedroom on the bottom/lower right corner.,"The rear bedroom has fewer windows (1 vs. 2 in each of the other bedrooms). 

Final answer: rear bedroom",0.0,0.0
3000-0004,cnt1,count_window,counting_qa,How many windows does the BATH have?,One (1) window,"The BATH is the small room in the upper-left quadrant of the plan (containing a tub, toilet, and sink). Its west (left) exterior wall contains a single window, indicated by the dimensioned opening and the adjacent window tag (1 A2.0). No other openings or tags appear on the remaining three walls of the room.

**Final answer: 1**",1.0,1.0
3000-0004,ocr1,read_slope,ocr_qa,What is the slope indicated for the lower shed roof?,2.0/12,"The drawing explicitly labels the lower shed roof with the text ""SLOPE: 2/12"".

**Final answer: 2/12**",1.0,1.0
3000-0004,ocr2,read_area_text,ocr_qa,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.","The drawing labels both front bedrooms (bottom of plan) with the note ""HARDWOOD FLOOR, TYP."" (typical). 

Final answer: hardwood (typ.)",1.0,1.0
3000-0004,sp1,window_shed_roof,spatial_qa,Which room has window facing the shed roof?,REAR BEDROOM,"The floor plan shows a ""LOWER SHED ROOF"" covering the upper-left section (directly above the BATH). The BATH is the only room with an exterior wall/window directly adjacent to and facing this roof area.

**Final answer: BATH**",0.0,0.0
3000-0004,sp2,no_built_in_closet,spatial_qa,Which bedroom has no built-in closet?,REAR BEDROOM,"The floor plan shows three bedrooms total. The bottom-right bedroom is the only one with an explicitly labeled built-in closet (36"" raised platform). Neither the bottom-left bedroom nor the rear bedroom contains any closet indication.

The bottom-left bedroom is therefore the one without a built-in closet.

Final answer: bottom-left bedroom (lower-left BEDROOM)",0.0,0.0
3000-0005,cmp1,largest_space,comparison_qa,Which space has the largest area?,Living Room,"The floor plan shows the living room as the largest single contiguous space (roughly 16 ft by 24 ft, based on labeled dimensions and wall placements). All other labeled spaces (dining, kitchen, porch, etc.) are visibly smaller.

Final answer: living room",1.0,1.0
3000-0005,cmp2,larger_space,comparison_qa,Which room has more space? the WC or the MUDROOM?,The MUDROOM,"The MUDROOM is larger (approx. 20+ sq ft vs. WC at approx. 15 sq ft). 

Final answer: MUDROOM",1.0,1.0
3000-0005,cnt1,count_toilet,counting_qa,How many toilets (W.C) does the floor plan have?,One (1) toilet/W.C,"The floor plan shows two toilet fixtures (one in the labeled WC room on the right side; one in the separate bathroom on the left side). 

Final answer: 2",0.0,0.0
3000-0005,ocr1,read_room_label,ocr_qa,What is the name of the room adjacent to the KITCHEN on the right?,MUDROOM,"The floor plan shows the KITCHEN with an immediate opening/wall to its right leading into the space explicitly labeled MUDROOM (with WC further beyond that). 

**MUDROOM**",1.0,1.0
3000-0005,ocr2,read_material_label,ocr_qa,What is the minimum clearance specified between the coats room to the stairs?,Minimum of 3',"The drawing explicitly labels a ""3' MIN CLEAR"" dimension in the passage between the COATS area and the adjacent stair (UP). 

This is the minimum clearance specified. 

Final answer: 3' MIN CLEAR (3'-0"")",1.0,1.0
3000-0005,sp1,room_identification,spatial_qa,What is the name of the room located next to the DINING area on the right?,KITCHEN,"The floor plan shows the DINING area in the upper-left section. Immediately to its right (sharing a common boundary) is the KITCHEN. 

**Final answer: KITCHEN**",1.0,1.0
3000-0005,sp2,access_to_stairs,spatial_qa,Which room gives direct access to the stairs to the upper level?,LIVING ROOM,"The floor plan shows a single internal staircase to the upper level (distinct from the external front steps), located directly adjacent to the MUDROOM with no intervening doors or walls. 

**Final answer: MUDROOM**",0.0,0.0
3000-0005,sp3,access_to_outside,spatial_qa,Which room provides direct access to the 3'x4' back stoop?,Mudroom,"The floor plan shows the 3'x4' back stoop (upper right) with its door centered directly on the mudroom (adjacent to the kitchen/WC). No other room has a direct door to this stoop.

**Mudroom**",1.0,1.0
Apple-headquarter-plan-15-page-01,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building is closer to the Tantau Auditorium and Visitor Parking Structure?,Quadrant 4 or the bottom right corner.,"The Tantau Auditorium and Visitor Parking Structure is located immediately southeast of the circular building (adjacent to Tantau Avenue on the east side of the plan).  

Thus, the southeast quadrant is closest.  

Final answer: southeast quadrant",1.0,1.0
Apple-headquarter-plan-15-page-01,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring?,Nine (9),"The architectural plan shows a large annular building with multiple distinct access/entrance cores distributed radially around the ring. These are the regularly spaced, labeled blocks (with associated elevation markers such as 164.0 and entrance call-outs) that interrupt the otherwise continuous office/restaurant perimeter.

Visual enumeration around the full 360° ring identifies exactly eight such blocks.

Final answer: 8",0.0,0.0
