image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall
3000-0001,sp2,adjacency,spatial_qa,Which room is directly connected to the MAIN BEDROOM?,the Hall,"The **HALL** is directly connected to the MAIN BEDROOM (via the door marked ""D"").",1.0,1.0
3000-0001,sp3,closest_to_staircase,spatial_qa,Which space gives the access to the STAIRS from the main bedroom?,the Kitchen,The **HALL** provides access to the stairs from the main bedroom.,0.0,0.0
3000-0002,cmp1,closest_to_bath,comparison_qa,Which room is closest to the Bath?,Main Bedroom,"The **Main Bedroom** is closest to the Bath, as it shares a direct wall with it.",1.0,1.0
3000-0002,cmp2,largest_room,comparison_qa,Which room has the largest area?,Main Bedroom,"The **Main Bedroom** has the largest area. It is approximately 7'-8"" wide × 10'-0"" deep (≈77 sq ft), making it larger than the second bedroom (~52 sq ft) and all other spaces.",1.0,1.0
3000-0002,cmp3,closest_to_staircase,comparison_qa,Which room has the closest access to the STAIRS through the hall?,The bedroom,"**Bedroom** (the one on the right side)

The stairs (marked ""DOWN 14 R"" with the linen/flue closet adjacent) are located on the right side of the hall, making the right-side bedroom the closest room to the stairs via hall access.",1.0,1.0
3000-0002,cmp4,access_to_roof,comparison_qa,Which room has a window view access to the back addition lean-to-roof? the bath or the bedroom?,The bath,The **bath** has a window view access to the back addition lean-to-roof.,1.0,1.0
3000-0002,cnt1,count_windows,counting_qa,How many windows are available for the main bedroom?,Three (3) windows,2,0.0,0.0
3000-0002,ocr1,read_slope,ocr_qa,What is the roof slope indicated at the back addition?,2.5/12,The roof slope indicated at the back addition is **2.5/12** (2.5 inches of rise per 12 inches of run).,1.0,1.0
3000-0002,ocr2,read_area_text,ocr_qa,What text describes the flooring type in the main bedroom?,"HARDWOOD FLOOR, TYP.","HARDWOOD FLOOR, TYP.",1.0,1.0
3000-0002,sp1,adjacency,spatial_qa,Which bedroom is adjacent to the Bath?,Main Bedroom,The **Main Bedroom** is adjacent to the Bath.,1.0,1.0
3000-0003,cmp1,largest_room,comparison_qa,Which room has the largest area?,Living / Dining Room,"**Living/Dining Room** — approximately 18'-11"" × 16'-0"" (~303 sq ft), making it the largest space on the plan.",1.0,1.0
3000-0003,cmp2,close_access,comparison_qa,Which room is closely accessible from the living/dinning room? the Screen porch or the mudroom?,The mudroom,"The **mudroom** is closely accessible from the living/dining room, as it connects through the kitchen area directly adjacent to the living/dining space. The screen porch, by contrast, is only accessible via the main bedroom.",1.0,1.0
3000-0003,cnt1,count_windows,counting_qa,How many windows are available for the living/dinning space?,Four (4),**6 windows** are available for the living/dining space (3 on the south wall and 3 on the west wall).,0.0,0.0
3000-0003,ocr1,read_room_label,ocr_qa,What is the name of the large room on the lower half of the plan?,LIVING / DINING ROOM,Living / Dining Room,1.0,1.0
3000-0003,ocr2,read_door_lable,ocr_qa,What is the name of the door that connects the Kitchen and the MUDROOM?,B,"The door connecting the Kitchen and the Mudroom is labeled as **""B""** (shown as a circled tag between the two rooms on the plan).",1.0,1.0
3000-0003,sp1,kitchen_feature,spatial_qa,What major appliance is positioned directly across from the kitchen sink?,The refrigerator (REF).,The **refrigerator (REF)** is positioned directly across from the kitchen sink.,1.0,1.0
3000-0003,sp2,adjacency,spatial_qa,Which room is directly connected to the KITCHEN with 32x80 cased opening?,The LIVING/DINING ROOM,The **LIVING / DINING ROOM** is directly connected to the KITCHEN via the 32x80 cased opening.,1.0,1.0
3000-0003,sp3,access_to_outside,spatial_qa,Which room has direct access to the SCREEN PORCH?,Main Bedroom,The **M. BATH (Master Bathroom)** has direct access to the SCREEN PORCH.,0.0,0.0
3000-0004,cmp1,largest_bedrooms,comparison_qa,Which bedroom has the largest area?,Bedroom on the bottom/lower left corner,"**Rear Bedroom** has the largest area.

Comparing the three bedrooms shown on the upstairs floor plan:
- **Rear Bedroom**: ~10' x 10' (largest)
- **Left Bedroom**: ~13'-6"" x 8' with an angled wall
- **Right Bedroom**: ~10'-0"" x 7'-8""

The Rear Bedroom, located in the upper right of the plan, has the greatest floor area.",0.0,0.0
3000-0004,cmp2,more_windows,comparison_qa,Which bedroom has more windows?,Bedroom on the bottom/lower left corner.,"**The Rear Bedroom** has more windows. It features windows on multiple walls (including the top/roof-side and side walls), while each of the two lower bedrooms has fewer windows on their exterior walls.",0.0,0.0
3000-0004,cmp3,fewer_windows,comparison_qa,Which bedroom has fewer windows?,Bedroom on the bottom/lower right corner.,The **bottom-left bedroom** has fewer windows.,0.0,0.0
3000-0004,cnt1,count_window,counting_qa,How many windows does the BATH have?,One (1) window,The BATH has **0 windows** (no windows).,0.0,0.0
3000-0004,ocr1,read_slope,ocr_qa,What is the slope indicated for the lower shed roof?,2.0/12,The slope indicated for the lower shed roof is **2/12**.,1.0,1.0
3000-0004,ocr2,read_area_text,ocr_qa,What flooring type is specified for the front bedrooms?,"HARDWOOD FLOOR, TYP.",Hardwood floor.,1.0,1.0
3000-0004,sp1,window_shed_roof,spatial_qa,Which room has window facing the shed roof?,REAR BEDROOM,**Rear Bedroom** — it is located adjacent to the Lower Shed Roof on the upper right side of the floor plan.,1.0,1.0
3000-0004,sp2,no_built_in_closet,spatial_qa,Which bedroom has no built-in closet?,REAR BEDROOM,"**The Rear Bedroom** and the **left/front Bedroom** both lack built-in closets. Only the right-side Bedroom (the one with the ""2x10 JOISTS @ 16"" O.C."" label) has a built-in closet, noted as the ""36"" RAISED PLATFORM"" closet near the stairs.",0.0,0.0
3000-0005,cmp1,largest_space,comparison_qa,Which space has the largest area?,Living Room,**Living Room**,1.0,1.0
3000-0005,cmp2,larger_space,comparison_qa,Which room has more space? the WC or the MUDROOM?,The MUDROOM,"**The MUDROOM has more space than the WC.**

Based on the floor plan, the MUDROOM is noticeably larger (approximately 5'-0"" x 5'-0"" with a bench/coat area), while the WC is a compact half-bath (approximately 3'-4"" x 3'-5"") containing just a toilet and small sink.",1.0,1.0
3000-0005,cnt1,count_toilet,counting_qa,How many toilets (W.C) does the floor plan have?,One (1) toilet/W.C,"The floor plan has **1 toilet (W.C)**, located in the upper right area adjacent to the mudroom.",1.0,1.0
3000-0005,ocr1,read_room_label,ocr_qa,What is the name of the room adjacent to the KITCHEN on the right?,MUDROOM,MUDROOM,1.0,1.0
3000-0005,ocr2,read_material_label,ocr_qa,What is the minimum clearance specified between the coats room to the stairs?,Minimum of 3',"3'-0"" (3 feet minimum clearance)",1.0,1.0
3000-0005,sp1,room_identification,spatial_qa,What is the name of the room located next to the DINING area on the right?,KITCHEN,Kitchen,1.0,1.0
3000-0005,sp2,access_to_stairs,spatial_qa,Which room gives direct access to the stairs to the upper level?,LIVING ROOM,"The **Living Room** provides direct access to the stairs going to the upper level, as indicated by the ""UP"" stair symbol on the right side of the living room, adjacent to the Coats closet.",1.0,1.0
3000-0005,sp3,access_to_outside,spatial_qa,Which room provides direct access to the 3'x4' back stoop?,Mudroom,The **MUDROOM** provides direct access to the 3'x4' back stoop.,1.0,1.0
Apple-headquarter-plan-15-page-01,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building is closer to the Tantau Auditorium and Visitor Parking Structure?,Quadrant 4 or the bottom right corner.,"The **southeast (lower-right) quadrant** of the circular building is closest to the Tantau Auditorium and Visitor Parking Structure, as the auditorium is located in the lower-right corner of the site plan, adjacent to that section of the ring.",1.0,1.0
Apple-headquarter-plan-15-page-01,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring?,Nine (9),6,0.0,0.0
Apple-headquarter-plan-15-page-01,cnt2,count_radial_paths,counting_qa,How many radial pedestrian paths originate from the courtyard center and extend outward?,Nine (9),"**Six (6) radial pedestrian paths** originate from the courtyard center and extend outward, bisecting the main circular building ring.",0.0,0.0
Apple-headquarter-plan-15-page-01,ocr1,consulting_firms,ocr_qa,What are the consulting firms listed in the title block?,"6 consulting firms: Foster + Partners, Arup, OLIN, KIER & WRIGHT, alta and WATRY DESIGN, INC.","The consulting firms listed in the title block are:

- **Foster + Partners** (Architect)
- **ARUP** (Engineering)
- **OLIN** (Landscape Architecture and Urban Design)
- **Kier & Wright** (Civil Engineering)
- **Alta** (Arborist Associates)
- **Watry Design, Inc.** (Parking Design)",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr2,read_titleblock_client,ocr_qa,What is the client of the project written on the title block?,Apple Inc.,The client of the project written on the title block is **Apple Inc.**,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr3,read_project_name,ocr_qa,What is the project name written on the title block?,Apple Campus 2,Apple Campus 2,1.0,1.0
Apple-headquarter-plan-15-page-01,ocr4,scale_reading,ocr_qa,What scale is listed in the title block for this plan?,"1"" = 64'","1""=64'",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr5,internal_radius,ocr_qa,What is the internal radius of the circular building?,"580'-11""","The internal radius of the circular building is **380'-11""** (380 feet, 11 inches).",0.0,0.0
Apple-headquarter-plan-15-page-01,ocr6,external_radius,ocr_qa,What is the external (outer) radius of the circular building?,"760'-7""","The external (outer) radius of the circular building is **760'-7""**.",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr7,restaurant_space,ocr_qa,What is the size of Restaurant space in square feet?,"58,000 square feet","58,000 sq ft",1.0,1.0
Apple-headquarter-plan-15-page-01,ocr8,right_side_road,ocr_qa,What is the name of the road labeled to the right side of the plan?,TANTAU AVENUE,Tantau Avenue,1.0,1.0
Apple-headquarter-plan-15-page-01,sp1,adjacency,spatial_qa,"Which side of the ring (north, south, east, or west), on the drawing, has the Apple transit center Bus drop off area?",East,East,1.0,1.0
Apple-headquarter-plan-15-page-02,cmp1,more_core_access_quadrant,comparison_qa,Which quadrant of the circular building has more core access?,Quadrant 1 or the top right corner.,"Looking at the floor plan, the cores (rectangular elements providing access to the building) are distributed around the circular perimeter.

Counting the core access points in each quadrant:
- **Northeast (NE)**: Contains cores at top, upper-right, and right positions
- **Southeast (SE)**: Contains cores at lower-right and bottom
- **Southwest (SW)**: Contains cores at lower-left and left
- **Northwest (NW)**: Contains only the upper-left core

**The Northeast (NE) quadrant has more core access**, containing three cores (the additional features in this quadrant are also noted by the ""Void over Restaurant"" annotation).",1.0,1.0
Apple-headquarter-plan-15-page-02,cnt1,count_access_cores,counting_qa,How many labeled access blocks are distributed around the building ring on this sheet?,Nine (9),"Based on the drawing, there are **8 labeled access blocks** distributed symmetrically around the building ring (at the four cardinal directions and four diagonal positions).",0.0,0.0
Apple-headquarter-plan-15-page-02,cnt2,count_radial_dividers,counting_qa,How many radial division lines extend from the center to the ring?,Eight (8),8,1.0,1.0
Apple-headquarter-plan-15-page-02,cnt3,count_section_callouts,counting_qa,How many section view callouts are present in the drawing?,Three (3),Three (3) section view callouts are present in the drawing.,1.0,1.0
Apple-headquarter-plan-15-page-02,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Five (5) consultants.,"5 consulting firms: Foster + Partners, ARUP, OLIN, Kier & Wright, and Alta Planning + Design.",1.0,1.0
Apple-headquarter-plan-15-page-02,ocr1,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1"" = 64'","1"" = 64'",1.0,1.0
Apple-headquarter-plan-15-page-02,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-8.02,The sheet number shown is **P-8.02**.,1.0,1.0
Apple-headquarter-plan-15-page-02,ocr3,issued_date,ocr_qa,When was the issued date for the 'Planned development permit' revision?,08/09/11,The issued date for the 'Planned Development Permit' revision is **09/28/11**.,0.0,0.0
Apple-headquarter-plan-15-page-02,sp1,orientation,spatial_qa,Are the access blocks positioned symmetrically across opposite sides of the ring?,"No, not symmetrically.","Yes, the access blocks are positioned symmetrically across opposite sides of the ring, with matching access points placed diametrically opposite each other around the circular building.",0.0,0.0
Apple-headquarter-plan-15-page-02,sp2,general_notes_location,spatial_qa,Where is the General notes section located in the drawing?,The top right corner of the drawing.,"The General notes section is located in the **top-right corner** of the drawing, above the title block.",1.0,1.0
Apple-headquarter-plan-15-page-07,cmp1,no_internal_ramp_quadrant,comparison_qa,Which quadrant has no internal ramps?,The 3rd quadrant or the bottom left quadrant.,"The **West (left) quadrant** has no internal ramps. The internal ramps (shown in orange) are visible in the North, East, and South quadrants, but the West quadrant contains the main entry/exit ramp from the road rather than an internal ramp.",0.0,0.0
Apple-headquarter-plan-15-page-07,cmp2,more_internal_ramp_quadrant,comparison_qa,Which quadrant has more internal ramps?,The 1st quadrant or the top right quadrant.,"Based on the drawing, the **left (west) quadrant** contains more internal ramps. While the other three quadrants each contain a single internal ramp (shown in the orange/salmon color), the left/west quadrant contains two internal ramps.",0.0,0.0
Apple-headquarter-plan-15-page-07,cnt1,total_parking_spaces,counting_qa,How many total parking spaces are provided on Basement Level 01 according to the legend?,"1,140 parking spaces","1,140 parking spaces.",1.0,1.0
Apple-headquarter-plan-15-page-07,cnt2,standard_parking_count,counting_qa,How many Standard parking spaces are indicated in the legend?,394 Standard parking spaces,394,1.0,1.0
Apple-headquarter-plan-15-page-07,cnt3,charging_and_accessible_counts,counting_qa,How many Accessible parking spaces and Electrical charging stations are indicated in the legend?,21 Accessible parking spaces and 270 Electrical charging stations,**21 Accessible parking spaces and 270 Electrical charging stations.**,1.0,1.0
Apple-headquarter-plan-15-page-07,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Four (4) consultants.,"4 consulting firms: Foster + Partners, ARUP, OLIN, and Kier & Wright.",1.0,1.0
Apple-headquarter-plan-15-page-07,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block?,Main Building Basement Level 1 Stall Size Plan,"The sheet title in the title block is:

**Main Building / Basement Level 1 / Stall Size Plan**",1.0,1.0
Apple-headquarter-plan-15-page-07,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-8.09,The sheet number shown is **P-8.09**.,1.0,1.0
Apple-headquarter-plan-15-page-07,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1"" = 64'","The drawing scale indicated in the title block is **1"" = 64'** (1 inch = 64 feet).",1.0,1.0
Apple-headquarter-plan-15-page-07,sp1,legend_location,spatial_qa,Where on the sheet is the legend describing the parking space types located?,In the upper-left portion of the drawing area.,The legend describing the parking space types is located in the **upper-left corner** of the sheet.,1.0,1.0
Apple-headquarter-plan-15-page-07,sp2,titleblock_location,spatial_qa,Where is the main title block located on the sheet?,Along the right edge near the lower-right corner.,The main title block is located in the **bottom-right corner** of the sheet.,1.0,1.0
Apple-headquarter-plan-15-page-13,cmp1,more_stairwell,comparison_qa,Which side of the elevator shaft has more stairwell? Left or right?,The right side,Right.,1.0,1.0
Apple-headquarter-plan-15-page-13,cnt1,identify_vertical_elements,counting_qa,How many vertical circulation elements are shown in the section?,Two stairwells and one central elevator shaft.,**2** vertical circulation elements are shown in the section: one **Elevator Shaft** (center) and one **Stairwell** (right side).,0.0,0.0
Apple-headquarter-plan-15-page-13,cnt2,count_lobby_levels,counting_qa,How many lobby levels are visible in the section?,Six (6) lobby levels.,**6 lobby levels** are visible in the section — 4 above grade (FFL Level 1–4) and 2 below grade (FFL Level B1–B2).,1.0,1.0
Apple-headquarter-plan-15-page-13,cnt3,parking_levels,counting_qa,How many parking levels are visible below grade?,Two (2) parking levels.,2,1.0,1.0
Apple-headquarter-plan-15-page-13,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Five (5) consultants.,"5 consulting firms: Foster + Partners, ARUP, OLIN, Kier & Wright, and ALTA.",1.0,1.0
Apple-headquarter-plan-15-page-13,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block?,Proposed Main Building Section Typical Entrance,Proposed Main Building Section - Typical Entrance,1.0,1.0
Apple-headquarter-plan-15-page-13,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-10.00,The sheet number shown is **06**.,0.0,0.0
Apple-headquarter-plan-15-page-13,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1/8"" = 1'","The drawing scale indicated in the title block is **1/8"" = 1'-0""**.",1.0,1.0
Apple-headquarter-plan-15-page-13,ocr4,project_number,ocr_qa,What is the project number written in the title block?,1858,The project number in the title block is **P-10.00**.,0.0,0.0
Apple-headquarter-plan-15-page-13,ocr5,top_elevation,ocr_qa,What is the elevation of the top of the penthouse?,"El. +237'-4""","The elevation of the top of the penthouse is **EL. +237'-4""**.",1.0,1.0
Apple-headquarter-plan-15-page-13,sp1,mechanical_space_location,spatial_qa,Where are the Mechanical Spaces located relative to the central elevator shaft?,"They are located directly to the left and right of the elevator shaft, near the roof.","The Mechanical Spaces (labeled ""Mechanical Equipment"") are located on both sides of the central elevator shaft, positioned in the attic/roof area above the top floor (Plant Level).",1.0,1.0
Apple-headquarter-plan-15-page-13,sp2,section_view_symmetry,spatial_qa,Is the section view a complete symmetrical view along the elevator shaft?,"No, it is not a complete symmetrical view along the elevator shaft.",Yes.,0.0,0.0
House-Floor-Plans-12-page-1,cmp1,floor_area_comparison,comparison_qa,Which level has the larger square footage: the 1st floor or the 2nd floor?,The 1st floor (914 square feet).,"The 1st floor has the larger square footage at **914 sq ft**, compared to the 2nd floor at **906 sq ft**.",1.0,1.0
House-Floor-Plans-12-page-1,cmp2,more_bedrooms,comparison_qa,Which floor plan has more bedrooms?,The 2nd floor.,"The **2nd floor plan** has more bedrooms, containing 3 bedrooms (Bedroom 2, Bedroom 3, and Bedroom 4), while the 1st floor plan has only 1 bedroom (Bedroom 1).",1.0,1.0
